接收时间,电流,电压,功率因素,有功功率,年用电量,有功电能,无功电能,电源频率,带负载工作时间,仪表地址,日工作小时
15:11:12,0.14696,213.20,0.49436,15.51302,45.29801,30.81523,44.73852,50.00,0628:25:08,1,08
15:11:14,0.14786,213.40,0.49456,15.63446,45.65263,30.81523,44.73853,50.00,0628:25:09,1,08
15:11:15,0.14781,213.10,0.49412,15.58892,45.51965,30.81524,44.73853,50.00,0628:25:10,1,08
15:11:16,0.14854,213.00,0.49388,15.65133,45.70188,30.81524,44.73854,50.00,0628:25:11,1,08
15:11:17,0.14793,213.40,0.4936,15.6041,45.56397,30.81525,44.73854,50.00,0628:25:12,1,08
15:11:18,0.1483,213.30,0.49393,15.65133,45.70188,30.81525,44.73854,50.00,0628:25:13,1,08
15:11:19,0.14764,213.50,0.4945,15.60916,45.57875,30.81526,44.73855,50.00,0628:25:14,1,08
15:11:20,0.14842,213.50,0.49426,15.69012,45.81517,30.81526,44.73855,50.00,0628:25:15,1,08
15:11:21,0.14725,213.40,0.49351,15.52988,45.34726,30.81527,44.73856,50.00,0628:25:17,1,08
15:11:22,0.1481,213.30,0.49291,15.59567,45.53934,30.81527,44.73856,50.00,0628:25:18,1,08
15:11:23,0.14808,213.30,0.49259,15.58386,45.50487,30.81528,44.73857,50.00,0628:25:19,1,08
15:11:24,0.14803,213.50,0.49345,15.62434,45.62308,30.81528,44.73857,50.00,0628:25:20,1,08
15:11:25,0.14754,213.70,0.49434,15.60916,45.57875,30.81528,44.73858,50.00,0628:25:21,1,08
15:11:26,0.14714,213.60,0.49432,15.56362,45.44577,30.81529,44.73858,50.00,0628:25:22,1,08
15:11:27,0.14784,213.60,0.49339,15.60747,45.57383,30.81529,44.73859,50.00,0628:25:23,1,08
15:11:28,0.14651,213.70,0.49451,15.50796,45.28323,30.8153,44.73859,50.00,0628:25:24,1,08
15:11:29,0.14705,213.50,0.4927,15.49109,45.23398,30.8153,44.7386,50.00,0628:25:25,1,08
15:11:30,0.14761,213.60,0.49268,15.55856,45.43099,30.81531,44.7386,50.00,0628:25:26,1,08
15:11:31,0.14814,213.50,0.491,15.55687,45.42607,30.81531,44.73861,50.00,0628:25:27,1,08
15:11:32,0.14866,213.70,0.49194,15.65302,45.70681,30.81532,44.73861,50.00,0628:25:28,1,08
15:11:33,0.14826,213.70,0.49256,15.63109,45.64278,30.81532,44.73861,50.00,0628:25:29,1,08
15:11:34,0.14753,213.70,0.49327,15.57711,45.48517,30.81533,44.73862,50.00,0628:25:30,1,08
15:11:35,0.14839,213.80,0.49209,15.63615,45.65755,30.81533,44.73862,50.00,0628:25:31,1,08
15:11:36,0.14803,213.80,0.49266,15.61928,45.6083,30.81533,44.73863,50.00,0628:25:32,1,08
15:11:37,0.14737,213.60,0.49353,15.55856,45.43099,30.81534,44.73863,50.00,0628:25:33,1,08
