接收时间,电流,电压,功率因素,有功功率,年用电量,有功电能,无功电能,电源频率,带负载工作时间,仪表地址,日工作小时
21:03:36,0.1391,219.80,0.50931,15.60073,45.55412,30.91716,44.82842,50.00,0634:18:13,1,08
21:03:37,0.13928,219.70,0.50715,15.54338,45.38666,30.91716,44.82842,50.00,0634:18:14,1,08
21:03:38,0.13902,219.70,0.50673,15.49952,45.25861,30.91716,44.82843,50.00,0634:18:15,1,08
21:03:39,0.13928,219.70,0.50814,15.57543,45.48024,30.91717,44.82843,50.00,0634:18:16,1,08
21:03:40,0.13851,219.70,0.50752,15.47253,45.1798,30.91717,44.82843,50.00,0634:18:17,1,08
21:03:41,0.13894,219.80,0.5075,15.52145,45.32264,30.91718,44.82845,50.00,0634:18:18,1,08
21:03:42,0.13944,219.80,0.50835,15.60241,45.55905,30.91718,44.82845,50.00,0634:18:19,1,08
21:03:43,0.13899,219.90,0.50964,15.59904,45.5492,30.91719,44.82845,50.00,0634:18:20,1,08
21:03:44,0.13983,220.00,0.51714,15.93133,46.51949,30.91719,44.82845,50.00,0634:18:21,1,08
21:03:46,0.13781,219.90,0.51312,15.57036,45.46547,30.9172,44.82846,50.00,0634:18:22,1,08
21:03:47,0.13815,220.00,0.51164,15.57374,45.47532,30.9172,44.82846,50.00,0634:18:23,1,08
21:03:48,0.13855,220.00,0.51249,15.64627,45.6871,30.9172,44.82848,50.00,0634:18:24,1,08
21:03:49,0.13761,219.70,0.51515,15.60073,45.55412,30.91721,44.82848,50.00,0634:18:25,1,08
21:03:50,0.13703,219.70,0.51415,15.50627,45.27831,30.91721,44.82848,50.00,0634:18:26,1,08
21:03:51,0.13716,219.80,0.51329,15.49952,45.25861,30.91722,44.82848,50.00,0634:18:27,1,08
21:03:52,0.13806,219.80,0.50894,15.46747,45.16503,30.91722,44.82848,50.00,0634:18:28,1,08
21:03:53,0.1375,219.90,0.51042,15.45735,45.13547,30.91723,44.8285,50.00,0634:18:30,1,08
21:03:54,0.13892,219.80,0.50783,15.53326,45.35711,30.91723,44.8285,50.00,0634:18:31,1,08
21:03:55,0.1386,219.80,0.50862,15.51808,45.31278,30.91724,44.8285,50.00,0634:18:32,1,08
21:03:56,0.13721,219.80,0.51368,15.5147,45.30293,30.91724,44.8285,50.00,0634:18:33,1,08
21:03:57,0.13886,219.70,0.50778,15.51976,45.31771,30.91725,44.8285,50.00,0634:18:34,1,08
21:03:58,0.13886,219.70,0.50778,15.51976,45.31771,30.91725,44.8285,50.00,0634:18:34,1,08
21:03:59,0.1354,219.70,0.50855,15.15205,44.24399,30.91725,44.82851,50.00,0634:18:35,1,08
21:04:00,0.13845,219.90,0.50968,15.54169,45.38174,30.91725,44.82851,50.00,0634:18:36,1,08
21:04:01,0.13678,219.80,0.51462,15.49615,45.24875,30.91726,44.82853,50.00,0634:18:37,1,08
21:04:02,0.13764,219.70,0.51253,15.52482,45.33249,30.91726,44.82853,50.00,0634:18:38,1,08
21:04:03,0.1302,219.50,0.50518,14.46217,42.22955,30.91727,44.82853,50.00,0634:18:39,1,08
21:04:04,0.12936,219.50,0.50617,14.39808,42.04238,30.91727,44.82853,50.00,0634:18:40,1,08
21:04:05,0.13774,219.40,0.51416,15.56024,45.43592,30.91728,44.82853,50.00,0634:18:41,1,08
21:04:06,0.1372,219.40,0.51404,15.50121,45.26353,30.91728,44.82854,50.00,0634:18:42,1,08
21:04:07,0.13843,219.40,0.50987,15.51302,45.29801,30.91729,44.82854,50.00,0634:18:43,1,08
21:04:08,0.13889,219.40,0.50719,15.47759,45.19457,30.91729,44.82856,50.00,0634:18:44,1,08
21:04:09,0.12902,219.50,0.50755,14.39976,42.04731,30.91729,44.82856,50.00,0634:18:45,1,08
21:04:10,0.13822,219.60,0.50982,15.49952,45.25861,30.9173,44.82856,50.00,0634:18:46,1,08
21:04:11,0.13892,219.50,0.50751,15.50458,45.27338,30.9173,44.82856,50.00,0634:18:47,1,08
21:04:12,0.1384,219.50,0.5036,15.3241,44.74637,30.91731,44.82856,50.00,0634:18:48,1,08
21:04:13,0.1384,220.00,0.50962,15.54169,45.38174,30.91731,44.82858,50.00,0634:18:50,1,08
21:04:14,0.13443,220.30,0.50552,14.99518,43.78594,30.91732,44.82858,50.00,0634:18:51,1,08
21:04:15,0.12773,220.40,0.50311,14.18723,41.42672,30.91732,44.82858,50.00,0634:18:52,1,08
21:04:16,0.13855,220.50,0.50568,15.47085,45.17487,30.91733,44.82858,50.00,0634:18:53,1,08
21:04:17,0.13828,220.50,0.50403,15.39494,44.95323,30.91733,44.82859,50.00,0634:18:54,1,08
21:04:18,0.13326,220.50,0.50625,14.90241,43.51505,30.91733,44.82859,50.00,0634:18:55,1,08
21:04:19,0.13848,220.50,0.50706,15.50964,45.28815,30.91734,44.82859,50.00,0634:18:56,1,08
21:04:20,0.13653,220.60,0.50609,15.26675,44.57891,30.91734,44.82861,50.00,0634:18:57,1,08
21:04:21,0.13112,220.50,0.49779,14.41494,42.09164,30.91735,44.82861,50.00,0634:18:58,1,08
21:04:22,0.13892,220.50,0.50495,15.49615,45.24875,30.91735,44.82861,50.00,0634:18:59,1,08
21:04:23,0.13892,220.50,0.50495,15.49615,45.24875,30.91735,44.82861,50.00,0634:18:59,1,08
21:04:24,0.13845,220.50,0.5069,15.49952,45.25861,30.91736,44.82861,50.00,0634:19:00,1,08
21:04:25,0.13331,220.50,0.5047,14.85687,43.38206,30.91736,44.82862,50.00,0634:19:01,1,08
21:04:26,0.13853,220.40,0.50695,15.50627,45.27831,30.91737,44.82862,50.00,0634:19:02,1,08
