接收时间,电流,电压,功率因素,有功功率,年用电量,有功电能,无功电能,电源频率,带负载工作时间,仪表地址,日工作小时
14:16:44,0.13704,214.10,0.39991,11.7341,34.26358,3.16716,4.93296,50.01,0618:52:16,1,08
14:16:45,0.13704,214.10,0.39991,11.7341,34.26358,3.16716,4.93296,50.01,0618:52:16,1,08
14:16:46,0.1368,214.00,0.40019,11.7205,34.22387,3.16716,4.93296,50.03,0618:52:17,1,08
14:16:47,0.13699,214.00,0.40028,11.7341,34.26358,3.16716,4.93306,50.03,0618:52:18,1,08
14:16:48,0.13711,214.10,0.39954,11.7341,34.26358,3.16716,4.93306,50.03,0618:52:19,1,08
14:16:51,0.13662,214.10,0.40056,11.7205,34.22387,3.16716,4.93306,50.03,0618:52:22,1,08
14:16:53,0.13657,214.10,0.40149,11.7477,34.30328,3.16716,4.93306,50.04,0618:52:24,1,08
14:16:57,0.13687,214.00,0.40019,11.7205,34.22387,3.16716,4.93306,50.03,0618:52:28,1,08
14:16:59,0.13776,213.80,0.3976,11.7205,34.22387,3.16716,4.93306,50.03,0618:52:31,1,08
14:17:04,0.13722,214.10,0.40009,11.78849,34.42239,3.16716,4.93306,50.03,0618:52:35,1,08
14:17:05,0.13704,214.30,0.39907,11.7205,34.22387,3.16726,4.93306,50.03,0618:52:37,1,08
14:17:09,0.13741,214.20,0.40028,11.78849,34.42239,3.16726,4.93316,50.01,0618:52:40,1,08
14:17:10,0.1365,214.10,0.40093,11.7205,34.22387,3.16726,4.93316,50.01,0618:52:42,1,08
14:17:12,0.13746,214.10,0.39843,11.7341,34.26358,3.16726,4.93316,50.00,0618:52:44,1,08
14:17:13,0.13734,214.00,0.3988,11.7341,34.26358,3.16726,4.93316,50.01,0618:52:45,1,08
14:17:14,0.13734,214.00,0.3988,11.7341,34.26358,3.16726,4.93316,50.01,0618:52:45,1,08
14:17:17,0.13692,213.30,0.40186,11.7477,34.30328,3.16726,4.93316,50.01,0618:52:49,1,08
14:17:18,0.13657,213.40,0.40252,11.7341,34.26358,3.16726,4.93316,50.01,0618:52:50,1,08
14:17:19,0.13632,213.40,0.40327,11.7341,34.26358,3.16726,4.93316,49.99,0618:52:51,1,08
14:17:20,0.13632,213.40,0.40327,11.7341,34.26358,3.16726,4.93316,49.99,0618:52:51,1,08
14:17:21,0.13795,213.50,0.4036,11.89726,34.74001,3.16726,4.93316,50.00,0618:52:53,1,08
14:17:22,0.15984,213.50,0.44068,15.05174,43.95107,3.16726,4.93316,50.00,0618:52:54,1,08
14:17:23,0.16387,213.40,0.44949,15.73158,45.93622,3.16726,4.93316,49.99,0618:52:55,1,08
14:17:29,0.14061,213.40,0.4067,12.20999,35.65317,3.16726,4.93326,50.00,0618:53:01,1,08
14:17:30,0.14149,213.50,0.40692,12.30517,35.9311,3.16726,4.93326,50.00,0618:53:02,1,08
14:17:32,0.1389,213.60,0.40247,11.95165,34.89882,3.16726,4.93326,50.00,0618:53:04,1,08
14:17:34,0.13729,213.80,0.40046,11.7613,34.34298,3.16736,4.93326,49.99,0618:53:06,1,08
14:17:35,0.13753,213.90,0.40018,11.77489,34.38269,3.16736,4.93326,50.00,0618:53:07,1,08
14:17:40,0.13711,213.80,0.39981,11.7205,34.22387,3.16736,4.93326,50.00,0618:53:12,1,08
14:17:48,0.13687,214.00,0.40111,11.7477,34.30328,3.16736,4.93336,50.01,0618:53:20,1,08
14:17:51,0.13662,214.00,0.40149,11.7477,34.30328,3.16736,4.93336,50.01,0618:53:23,1,08
14:17:52,0.13626,214.10,0.40261,11.7477,34.30328,3.16736,4.93336,50.01,0618:53:24,1,08
14:17:53,0.13687,214.00,0.39981,11.7205,34.22387,3.16736,4.93336,50.03,0618:53:25,1,08
14:17:55,0.13704,214.00,0.40037,11.7477,34.30328,3.16736,4.93336,50.03,0618:53:26,1,08
14:17:57,0.13674,213.90,0.40102,11.7341,34.26358,3.16736,4.93336,50.01,0618:53:28,1,08
14:17:59,0.13734,213.90,0.39963,11.7477,34.30328,3.16736,4.93336,50.03,0618:53:30,1,08
14:18:01,0.13753,213.90,0.39843,11.7341,34.26358,3.16736,4.93336,50.01,0618:53:32,1,08
14:18:02,0.13717,214.00,0.4,11.7477,34.30328,3.16736,4.93336,50.04,0618:53:33,1,08
14:18:05,0.13788,214.00,0.3977,11.7341,34.26358,3.16736,4.93336,50.03,0618:53:36,1,08
14:18:09,0.14799,214.20,0.41688,13.22976,38.63089,3.16746,4.93336,50.03,0618:53:40,1,08
14:18:10,0.13753,214.20,0.39945,11.77489,34.38269,3.16746,4.93346,50.03,0618:53:41,1,08
14:18:11,0.13746,214.20,0.39889,11.7477,34.30328,3.16746,4.93346,50.03,0618:53:42,1,08
14:18:12,0.13866,214.20,0.39936,11.87007,34.6606,3.16746,4.93346,50.03,0618:53:43,1,08
14:18:13,0.13764,214.20,0.39816,11.7477,34.30328,3.16746,4.93346,50.03,0618:53:44,1,08
14:18:14,0.13692,214.20,0.40083,11.7613,34.34298,3.16746,4.93346,50.01,0618:53:45,1,08
14:18:18,0.13711,214.10,0.39907,11.7205,34.22387,3.16746,4.93346,50.03,0618:53:49,1,08
14:18:20,0.13771,214.10,0.3977,11.7341,34.26358,3.16746,4.93346,50.04,0618:53:51,1,08
14:18:21,0.13746,214.10,0.39889,11.7477,34.30328,3.16746,4.93346,50.04,0618:53:52,1,08
14:18:22,0.13704,214.10,0.39991,11.7341,34.26358,3.16746,4.93346,50.05,0618:53:53,1,08
14:18:25,0.13783,214.10,0.39779,11.7477,34.30328,3.16746,4.93346,50.04,0618:53:56,1,08
14:18:26,0.13776,214.00,0.3977,11.7341,34.26358,3.16746,4.93346,50.04,0618:53:57,1,08
14:18:27,0.13776,214.00,0.3977,11.7341,34.26358,3.16746,4.93346,50.04,0618:53:58,1,08
14:18:30,0.1389,214.00,0.39478,11.7341,34.26358,3.16746,4.93356,50.04,0618:54:01,1,08
14:18:33,0.13979,214.10,0.39237,11.7477,34.30328,3.16746,4.93356,50.01,0618:54:04,1,08
14:18:34,0.13926,214.20,0.39335,11.7341,34.26358,3.16746,4.93356,50.03,0618:54:05,1,08
14:18:36,0.19656,214.20,0.46611,19.63388,57.33094,3.16756,4.93356,50.03,0618:54:07,1,08
14:18:38,0.1713,214.20,0.43556,15.98992,46.69057,3.16756,4.93356,50.01,0618:54:10,1,08
14:18:39,0.1713,214.20,0.43556,15.98992,46.69057,3.16756,4.93356,50.01,0618:54:10,1,08
14:18:41,0.17121,214.00,0.44399,16.27546,47.52433,3.16756,4.93356,50.01,0618:54:12,1,08
14:18:42,0.14317,214.00,0.40728,12.48193,36.44724,3.16756,4.93356,50.03,0618:54:13,1,08
14:18:44,0.13872,214.00,0.40339,11.97884,34.97823,3.16756,4.93356,50.03,0618:54:15,1,08
14:18:45,0.14323,214.00,0.4078,12.50912,36.52664,3.16756,4.93356,50.03,0618:54:16,1,08
14:18:47,0.1392,214.00,0.40146,11.96525,34.93852,3.16756,4.93356,50.03,0618:54:18,1,08
14:18:48,0.14091,213.90,0.40397,12.1828,35.57377,3.16756,4.93356,50.04,0618:54:19,1,08
14:18:49,0.13849,213.80,0.39807,11.78849,34.42239,3.16756,4.93367,50.01,0618:54:21,1,08
14:18:50,0.13849,213.80,0.39807,11.78849,34.42239,3.16756,4.93367,50.01,0618:54:21,1,08
14:18:52,0.14608,213.80,0.41314,12.86264,37.55891,3.16756,4.93367,50.03,0618:54:23,1,08
14:18:53,0.15036,213.90,0.41378,13.31134,38.86911,3.16756,4.93367,50.04,0618:54:24,1,08
14:18:57,0.14965,213.90,0.41553,13.31134,38.86911,3.16756,4.93367,50.04,0618:54:28,1,08
14:18:58,0.1491,213.90,0.41688,13.29774,38.8294,3.16756,4.93367,50.04,0618:54:29,1,08
14:19:01,0.14877,213.90,0.41631,13.25695,38.7103,3.16756,4.93367,50.04,0618:54:33,1,08
14:19:02,0.14877,213.90,0.41631,13.25695,38.7103,3.16756,4.93367,50.04,0618:54:33,1,08
14:19:03,0.14849,213.90,0.42087,13.37932,39.06762,3.16766,4.93367,50.04,0618:54:34,1,08
14:19:06,0.17899,213.80,0.46271,17.71672,51.73284,3.16766,4.93367,50.03,0618:54:38,1,08
14:19:07,0.17899,213.80,0.46271,17.71672,51.73284,3.16766,4.93367,50.03,0618:54:38,1,08
14:19:09,0.18114,213.80,0.46105,17.86629,52.16957,3.16766,4.93377,50.01,0618:54:40,1,08
14:19:10,0.18031,213.80,0.46756,18.02945,52.646,3.16766,4.93377,50.01,0618:54:42,1,08
14:19:12,0.18187,213.60,0.46608,18.12463,52.92392,3.16766,4.93377,50.03,0618:54:44,1,08
14:19:17,0.18182,213.60,0.46326,18.00226,52.5666,3.16766,4.93377,50.01,0618:54:49,1,08
14:19:19,0.18331,213.80,0.46463,18.21981,53.20185,3.16766,4.93377,50.03,0618:54:51,1,08
14:19:21,0.17981,214.10,0.46789,18.02945,52.646,3.16766,4.93377,50.03,0618:54:53,1,08
14:19:22,0.18114,214.20,0.46811,18.16542,53.04303,3.16766,4.93377,50.03,0618:54:54,1,08
14:19:23,0.17963,214.40,0.46577,17.94787,52.40778,3.16776,4.93377,50.01,0618:54:55,1,08
14:19:25,0.17999,214.60,0.46904,18.12463,52.92392,3.16776,4.93387,50.01,0618:54:57,1,08
14:19:28,0.18045,214.60,0.46632,18.07024,52.76511,3.16776,4.93387,50.01,0618:55:00,1,08
14:19:29,0.18087,214.50,0.46218,17.94787,52.40778,3.16776,4.93387,50.00,0618:55:01,1,08
14:19:30,0.18187,214.50,0.4662,18.19262,53.12244,3.16776,4.93387,50.00,0618:55:02,1,08
14:19:33,0.18191,214.40,0.46237,18.04305,52.6857,3.16776,4.93387,50.01,0618:55:05,1,08
14:19:34,0.18068,214.50,0.46213,17.92068,52.32838,3.16776,4.93387,50.01,0618:55:06,1,08
14:19:36,0.17958,214.50,0.46507,17.92068,52.32838,3.16776,4.93387,50.01,0618:55:08,1,08
14:19:37,0.18031,214.50,0.46521,18.00226,52.5666,3.16776,4.93387,50.01,0618:55:08,1,08
14:19:39,0.1805,214.60,0.46246,17.92068,52.32838,3.16776,4.93387,50.03,0618:55:11,1,08
14:19:42,0.17976,214.50,0.46547,17.96147,52.44749,3.16776,4.93387,50.01,0618:55:14,1,08
14:19:43,0.18109,214.40,0.46746,18.16542,53.04303,3.16776,4.93397,50.01,0618:55:15,1,08
14:19:46,0.18004,214.30,0.47007,18.15182,53.00333,3.16787,4.93397,50.01,0618:55:18,1,08
14:19:48,0.1824,214.40,0.46595,18.23341,53.24155,3.16787,4.93397,50.03,0618:55:20,1,08
14:19:50,0.1793,214.50,0.46608,17.93427,52.36808,3.16787,4.93397,50.01,0618:55:22,1,08
14:19:51,0.17922,214.60,0.46784,18.00226,52.5666,3.16787,4.93397,50.01,0618:55:23,1,08
14:19:52,0.17972,214.50,0.47073,18.15182,53.00333,3.16787,4.93397,50.01,0618:55:24,1,08
14:19:58,0.17958,214.60,0.47038,18.13823,52.96363,3.16787,4.93397,50.03,0618:55:29,1,08
14:19:59,0.182,214.60,0.46347,18.11103,52.88422,3.16787,4.93397,50.03,0618:55:30,1,08
14:20:02,0.17958,214.40,0.47001,18.11103,52.88422,3.16787,4.93407,50.03,0618:55:33,1,08
14:20:03,0.17824,214.50,0.47015,17.98866,52.5269,3.16787,4.93407,50.03,0618:55:34,1,08
14:20:07,0.17925,214.70,0.47069,18.12463,52.92392,3.16797,4.93407,50.03,0618:55:38,1,08
14:20:10,0.17953,214.60,0.47001,18.11103,52.88422,3.16797,4.93407,50.04,0618:55:41,1,08
14:20:11,0.18009,214.50,0.47152,18.23341,53.24155,3.16797,4.93407,50.04,0618:55:42,1,08
14:20:13,0.1805,214.60,0.46669,18.09744,52.84452,3.16797,4.93407,50.03,0618:55:44,1,08
14:20:19,0.17958,214.60,0.47144,18.17902,53.08273,3.16797,4.93417,50.03,0618:55:50,1,08
14:20:21,0.17935,214.50,0.46963,18.08384,52.80481,3.16797,4.93417,50.03,0618:55:52,1,08
14:20:22,0.17948,214.50,0.46613,17.96147,52.44749,3.16797,4.93417,50.03,0618:55:53,1,08
14:20:23,0.18077,214.40,0.46809,18.15182,53.00333,3.16797,4.93417,50.03,0618:55:54,1,08
14:20:24,0.17976,214.40,0.46615,17.97507,52.48719,3.16797,4.93417,50.03,0618:55:55,1,08
14:20:25,0.18027,214.40,0.46835,18.11103,52.88422,3.16807,4.93417,50.03,0618:55:56,1,08
14:20:26,0.18027,214.40,0.46835,18.11103,52.88422,3.16807,4.93417,50.03,0618:55:57,1,08
14:20:30,0.17945,214.40,0.46822,18.02945,52.646,3.16807,4.93417,50.03,0618:56:01,1,08
14:20:32,0.17902,214.50,0.46851,18.00226,52.5666,3.16807,4.93417,50.03,0618:56:03,1,08
14:20:34,0.17963,214.60,0.46827,18.05664,52.7254,3.16807,4.93417,50.03,0618:56:05,1,08
14:20:40,0.1793,214.60,0.46999,18.09744,52.84452,3.16807,4.93427,50.01,0618:56:11,1,08
14:20:42,0.18054,214.50,0.46702,18.09744,52.84452,3.16807,4.93427,50.01,0618:56:13,1,08
14:20:43,0.18054,214.50,0.46702,18.09744,52.84452,3.16807,4.93427,50.01,0618:56:14,1,08
