接收时间,电流,电压,功率因素,有功功率,年用电量,有功电能,无功电能,电源频率,带负载工作时间,仪表地址,日工作小时
14:16:40,0.14323,216.60,0.49647,15.42868,45.05174,31.13674,0,50.00,0000:15:31,1,08
14:16:41,0.14422,214.80,0.50071,15.53663,45.36696,31.19991,45.09001,50.00,0651:33:08,1,08
14:16:42,0.14453,214.90,0.49837,15.50458,45.27338,31.19991,45.09001,50.00,0651:33:10,1,08
14:16:43,0.13498,214.70,0.49384,14.33735,41.86507,31.19992,45.09001,50.00,0651:33:11,1,08
14:16:44,0.1448,214.90,0.49762,15.51133,45.29308,31.19992,45.09002,50.00,0651:33:12,1,08
14:16:45,0.14399,214.90,0.49967,15.48771,45.22413,31.19993,45.09002,50.00,0651:33:13,1,08
14:16:46,0.14419,214.90,0.49973,15.50796,45.28323,31.19993,45.09003,50.00,0651:33:14,1,08
14:16:47,0.14209,214.80,0.4989,15.25157,44.53458,31.19993,45.09003,50.00,0651:33:15,1,08
14:16:48,0.14472,214.90,0.50081,15.6041,45.56397,31.19994,45.09004,50.00,0651:33:16,1,08
14:16:49,0.13538,214.90,0.49948,14.55157,42.49058,31.19994,45.09004,50.00,0651:33:17,1,08
14:16:50,0.13953,215.00,0.50163,15.0694,44.00265,31.19995,45.09005,50.00,0651:33:18,1,08
14:16:51,0.14304,215.00,0.50433,15.53157,45.35218,31.19995,45.09005,50.00,0651:33:19,1,08
14:16:52,0.14485,215.00,0.49995,15.59567,45.53934,31.19996,45.09005,50.00,0651:33:20,1,08
14:16:53,0.14308,214.90,0.504,15.52482,45.33249,31.19996,45.09006,50.00,0651:33:21,1,08
14:16:54,0.14289,214.90,0.50389,15.50121,45.26353,31.19997,45.09006,50.00,0651:33:22,1,08
14:16:55,0.14405,214.80,0.50381,15.61085,45.58368,31.19997,45.09007,50.00,0651:33:23,1,08
14:16:56,0.14405,214.80,0.50381,15.61085,45.58368,31.19997,45.09007,50.00,0651:33:23,1,08
14:16:57,0.1469,214.70,0.50117,15.83518,46.23874,31.19997,45.09007,50.00,0651:33:24,1,08
14:16:58,0.14278,214.80,0.50555,15.5282,45.34233,31.19998,45.09008,50.00,0651:33:25,1,08
14:16:59,0.14747,214.80,0.50739,16.09832,47.00708,31.19998,45.09008,50.00,0651:33:26,1,08
14:17:00,0.14764,214.60,0.50776,16.11518,47.05634,31.19999,45.09009,50.00,0651:33:27,1,08
14:17:01,0.14895,214.80,0.50669,16.23494,47.40604,31.19999,45.09009,50.00,0651:33:28,1,08
14:17:02,0.14477,214.90,0.50146,15.62265,45.61815,31.2,45.0901,50.00,0651:33:30,1,08
14:17:03,0.14757,214.90,0.5095,16.18603,47.2632,31.2,45.0901,50.00,0651:33:31,1,08
14:17:04,0.14834,214.90,0.51336,16.3935,47.86901,31.20001,45.0901,50.00,0651:33:32,1,08
14:17:05,0.14614,215.00,0.50804,15.99037,46.69187,31.20001,45.09011,50.00,0651:33:33,1,08
14:17:06,0.1512,215.10,0.51859,16.89277,49.3269,31.20002,45.09011,50.00,0651:33:34,1,08
14:17:07,0.15415,215.00,0.51798,17.19807,50.21838,31.20002,45.09012,50.00,0651:33:35,1,08
14:17:08,0.14956,215.00,0.51226,16.49639,48.16946,31.20003,45.09012,50.00,0651:33:36,1,08
14:17:09,0.15178,215.00,0.50934,16.6482,48.61273,31.20003,45.09013,50.00,0651:33:37,1,08
14:17:10,0.15507,214.90,0.51213,17.09518,49.91794,31.20004,45.09013,50.00,0651:33:38,1,08
14:17:11,0.1396,214.90,0.5064,15.21615,44.43115,31.20004,45.09014,50.00,0651:33:39,1,08
14:17:12,0.14251,215.00,0.5022,15.41518,45.01234,31.20005,45.09014,50.00,0651:33:40,1,08
14:17:13,0.1548,215.00,0.51837,17.27735,50.44987,31.20005,45.09015,50.00,0651:33:41,1,08
14:17:14,0.15702,214.90,0.51967,17.56073,51.27733,31.20006,45.09015,50.00,0651:33:42,1,08
14:17:15,0.14343,214.50,0.50558,15.58217,45.49994,31.20006,45.09015,50.00,0651:33:43,1,08
14:17:16,0.15177,214.30,0.51341,16.72241,48.82945,31.20006,45.09016,50.00,0651:33:44,1,08
14:17:17,0.1471,214.20,0.50829,16.03759,46.82978,31.20007,45.09016,50.00,0651:33:45,1,08
14:17:18,0.15099,214.20,0.51547,16.69543,48.75065,31.20007,45.09017,50.00,0651:33:46,1,08
14:17:19,0.15487,214.20,0.51929,17.25542,50.38584,31.20008,45.09017,50.00,0651:33:47,1,08
14:17:20,0.15075,214.30,0.51126,16.54025,48.29752,31.20008,45.09018,50.00,0651:33:48,1,08
14:17:21,0.15075,214.30,0.51126,16.54025,48.29752,31.20008,45.09018,50.00,0651:33:48,1,08
14:17:22,0.14329,214.30,0.50291,15.46747,45.16503,31.20009,45.09018,50.00,0651:33:50,1,08
14:17:23,0.14267,214.30,0.50463,15.45398,45.12562,31.20009,45.09019,50.00,0651:33:51,1,08
14:17:24,0.14332,214.20,0.50609,15.56193,45.44084,31.2001,45.09019,50.00,0651:33:52,1,08
14:17:25,0.14329,214.20,0.50444,15.50796,45.28323,31.2001,45.0902,50.00,0651:33:53,1,08
14:17:26,0.14353,214.20,0.50378,15.50964,45.28815,31.20011,45.0902,50.00,0651:33:54,1,08
14:17:27,0.1409,214.30,0.5019,15.17735,44.31787,31.20011,45.0902,50.00,0651:33:55,1,08
14:17:28,0.14304,214.40,0.50577,15.53326,45.35711,31.20012,45.09021,50.00,0651:33:56,1,08
