dataset,split,beta,algorithm,seed,rounds,best_acc,best_round,last_acc,time,comm,comm_time,energy,model,epochs,lr,num_users,client_selection,run_timestamp,run_id,matched_log,output_path
cifar100,beta0.1,0.1,LD_SGD,1024,200,15.764999866485596,194,15.494999885559082,7504.438015496124,1325.6306076049805,365.25245558876924,136541.77668523052,resnet8,200,0.01,10,comprehensive_0.8_0.0_0.2,2026_05_25_19_38_40,LD_SGD_cifar100_resnet8_200_lr0.01_2026_05_25_19_38_40_numuser10_clientSelection_comprehensive_0.8_0.0_0.2,logs/cifar100_baselines_mixed_20260525_111637_20260525_111639/seed1024_beta0p1_LD_SGD.log,output/5/0.1/test_acc_LD_SGD_cifar100_resnet8_200_lr0.01_2026_05_25_19_38_40_numuser10_clientSelection_comprehensive_0.8_0.0_0.2
cifar100,beta0.1,0.1,LD_SGD,42,200,13.789000034332275,184,13.332000064849854,6301.116511354195,1060.5044860839844,272.72879444814686,127808.16071898006,resnet8,200,0.01,10,comprehensive_0.8_0.0_0.2,2026_05_25_19_49_07,LD_SGD_cifar100_resnet8_200_lr0.01_2026_05_25_19_49_07_numuser10_clientSelection_comprehensive_0.8_0.0_0.2,logs/cifar100_baselines_idle_20260525_111636_20260525_111638/seed42_beta0p1_LD_SGD.log,output/5/0.1/test_acc_LD_SGD_cifar100_resnet8_200_lr0.01_2026_05_25_19_49_07_numuser10_clientSelection_comprehensive_0.8_0.0_0.2
cifar100,beta0.5,0.5,AutoRL_DFL_MM,1,200,48.119998931884766,109,46.89500045776367,6377.017934666771,8199.972187042236,1919.0869798244617,144412.69905374464,resnet8,200,0.01,10,autorl,2026_05_21_17_31_38,AutoRL_DFL_MM_cifar100_resnet8_200_lr0.01_2026_05_21_17_31_38_numuser10_clientSelection_autorl,logs/cifar100_autorl_200_seed1_20260521_122817/beta0.5.log,output/5/0.5/test_acc_AutoRL_DFL_MM_cifar100_resnet8_200_lr0.01_2026_05_21_17_31_38_numuser10_clientSelection_autorl
cifar100,beta0.5,0.5,AutoRL_DFL_MM,1024,200,49.349998474121094,104,46.28499984741211,7419.45720016318,7859.09574508667,1705.1283638254836,153200.47296963198,resnet8,200,0.01,10,autorl,2026_05_23_16_24_42,AutoRL_DFL_MM_cifar100_resnet8_200_lr0.01_2026_05_23_16_24_42_numuser10_clientSelection_autorl,logs/cifar100_remaining_relaunch_20260523_120416_20260523_120420/seed1024_beta0p5_autorl.log,output/5/0.5/test_acc_AutoRL_DFL_MM_cifar100_resnet8_200_lr0.01_2026_05_23_16_24_42_numuser10_clientSelection_autorl
cifar100,beta0.5,0.5,AutoRL_DFL_MM,42,200,52.20000076293945,167,39.70499897003174,6911.759903111368,8067.409126281738,1861.7214603306159,146288.1001317226,resnet8,200,0.01,10,autorl,2026_05_23_07_59_45,AutoRL_DFL_MM_cifar100_resnet8_200_lr0.01_2026_05_23_07_59_45_numuser10_clientSelection_autorl,logs/cifar100_seed42_1024_highbeta_20260523_001535/seed42_beta0p5_autorl.log,output/5/0.5/test_acc_AutoRL_DFL_MM_cifar100_resnet8_200_lr0.01_2026_05_23_07_59_45_numuser10_clientSelection_autorl
cifar100,beta0.5,0.5,DFL,1,200,28.80099983215332,198,27.664999961853027,6844.351684804229,3333.0140991210938,871.0040140817783,134267.77632682974,resnet8,200,0.01,10,comprehensive_0.8_0.0_0.2,2026_05_25_14_00_17,DFL_cifar100_resnet8_200_lr0.01_2026_05_25_14_00_17_numuser10_clientSelection_comprehensive_0.8_0.0_0.2,logs/cifar100_baselines_idle_20260525_111636_20260525_111638/seed1_beta0p5_DFL.log,output/5/0.5/test_acc_DFL_cifar100_resnet8_200_lr0.01_2026_05_25_14_00_17_numuser10_clientSelection_comprehensive_0.8_0.0_0.2
cifar100,beta0.5,0.5,DFL,1024,200,28.34799976348877,191,26.263999938964844,7714.38542482903,3257.2637786865234,833.3502544747714,140537.01999508156,resnet8,200,0.01,10,comprehensive_0.8_0.0_0.2,2026_05_25_13_57_56,DFL_cifar100_resnet8_200_lr0.01_2026_05_25_13_57_56_numuser10_clientSelection_comprehensive_0.8_0.0_0.2,logs/cifar100_baselines_mixed_20260525_111637_20260525_111639/seed1024_beta0p5_DFL.log,output/5/0.5/test_acc_DFL_cifar100_resnet8_200_lr0.01_2026_05_25_13_57_56_numuser10_clientSelection_comprehensive_0.8_0.0_0.2
cifar100,beta0.5,0.5,DFL,42,200,28.389999771118163,196,26.529999923706054,6592.812230281981,3333.0140991210938,824.6590910906987,131077.45077212315,resnet8,200,0.01,10,comprehensive_0.8_0.0_0.2,2026_05_25_13_59_39,DFL_cifar100_resnet8_200_lr0.01_2026_05_25_13_59_39_numuser10_clientSelection_comprehensive_0.8_0.0_0.2,logs/cifar100_baselines_idle_20260525_111636_20260525_111638/seed42_beta0p5_DFL.log,output/5/0.5/test_acc_DFL_cifar100_resnet8_200_lr0.01_2026_05_25_13_59_39_numuser10_clientSelection_comprehensive_0.8_0.0_0.2
cifar100,beta0.5,0.5,DFL_MM,1,200,48.345001220703125,188,45.30999946594238,7062.5473156930575,15126.28173828125,1642.5956430814026,145201.82989200143,resnet8,200,0.01,10,comprehensive_0.8_0.0_0.2,2026_05_21_20_57_39,DFL_MM_cifar100_resnet8_200_lr0.01_2026_05_21_20_57_39_numuser10_clientSelection_comprehensive_0.8_0.0_0.2,logs/cifar100_dflmm_200_seed1_20260521_161534/beta0.5.log,output/5/0.5/test_acc_DFL_MM_cifar100_resnet8_200_lr0.01_2026_05_21_20_57_39_numuser10_clientSelection_comprehensive_0.8_0.0_0.2
cifar100,beta0.5,0.5,DFL_MM,1024,200,47.599998474121094,199,47.599998474121094,7985.515457710615,15126.28173828125,1573.4825290861374,153687.62139343005,resnet8,200,0.01,10,comprehensive_0.8_0.0_0.2,2026_05_23_20_01_19,DFL_MM_cifar100_resnet8_200_lr0.01_2026_05_23_20_01_19_numuser10_clientSelection_comprehensive_0.8_0.0_0.2,logs/cifar100_remaining_relaunch_20260523_120416_20260523_120420/seed1024_beta0p5_dflmm.log,output/5/0.5/test_acc_DFL_MM_cifar100_resnet8_200_lr0.01_2026_05_23_20_01_19_numuser10_clientSelection_comprehensive_0.8_0.0_0.2
cifar100,beta0.5,0.5,DFL_MM,42,200,48.14999961853027,192,46.529998779296875,7530.442800823758,15126.28173828125,1607.7914022325688,146631.3982873106,resnet8,200,0.01,10,comprehensive_0.8_0.0_0.2,2026_05_23_15_57_47,DFL_MM_cifar100_resnet8_200_lr0.01_2026_05_23_15_57_47_numuser10_clientSelection_comprehensive_0.8_0.0_0.2,logs/cifar100_remaining_relaunch_20260523_120416_20260523_120420/seed42_beta0p5_dflmm.log,output/5/0.5/test_acc_DFL_MM_cifar100_resnet8_200_lr0.01_2026_05_23_15_57_47_numuser10_clientSelection_comprehensive_0.8_0.0_0.2
cifar100,beta0.5,0.5,DFedPGP,1,200,26.170999908447264,198,25.845999908447265,8124.722366485947,3298.546112060547,871.0040140817783,159880.02659850795,resnet8,200,0.01,10,comprehensive_0.8_0.0_0.2,2026_05_25_16_58_31,DFedPGP_cifar100_resnet8_200_lr0.01_2026_05_25_16_58_31_numuser10_clientSelection_comprehensive_0.8_0.0_0.2,logs/cifar100_baselines_idle_20260525_111636_20260525_111638/seed1_beta0p5_DFedPGP.log,output/5/0.5/test_acc_DFedPGP_cifar100_resnet8_200_lr0.01_2026_05_25_16_58_31_numuser10_clientSelection_comprehensive_0.8_0.0_0.2
cifar100,beta0.5,0.5,DFedPGP,1024,200,25.14699993133545,191,24.73400001525879,9173.142661587837,3223.5791549682617,833.3502544747714,167476.57034479626,resnet8,200,0.01,10,comprehensive_0.8_0.0_0.2,2026_05_25_17_03_02,DFedPGP_cifar100_resnet8_200_lr0.01_2026_05_25_17_03_02_numuser10_clientSelection_comprehensive_0.8_0.0_0.2,logs/cifar100_baselines_mixed_20260525_111637_20260525_111639/seed1024_beta0p5_DFedPGP.log,output/5/0.5/test_acc_DFedPGP_cifar100_resnet8_200_lr0.01_2026_05_25_17_03_02_numuser10_clientSelection_comprehensive_0.8_0.0_0.2
cifar100,beta0.5,0.5,DFedPGP,42,200,25.704999732971192,196,24.603999900817872,7828.39032717444,3298.546112060547,824.6590910906987,156126.4909980963,resnet8,200,0.01,10,comprehensive_0.8_0.0_0.2,2026_05_25_17_01_42,DFedPGP_cifar100_resnet8_200_lr0.01_2026_05_25_17_01_42_numuser10_clientSelection_comprehensive_0.8_0.0_0.2,logs/cifar100_baselines_idle_20260525_111636_20260525_111638/seed42_beta0p5_DFedPGP.log,output/5/0.5/test_acc_DFedPGP_cifar100_resnet8_200_lr0.01_2026_05_25_17_01_42_numuser10_clientSelection_comprehensive_0.8_0.0_0.2
cifar100,beta0.5,0.5,LD_SGD,1,200,22.719000244140624,174,21.286000061035157,6541.754739255779,1325.6306076049805,334.1104755098812,129968.13555797006,resnet8,200,0.01,10,comprehensive_0.8_0.0_0.2,2026_05_25_19_41_46,LD_SGD_cifar100_resnet8_200_lr0.01_2026_05_25_19_41_46_numuser10_clientSelection_comprehensive_0.8_0.0_0.2,logs/cifar100_baselines_idle_20260525_111636_20260525_111638/seed1_beta0p5_LD_SGD.log,output/5/0.5/test_acc_LD_SGD_cifar100_resnet8_200_lr0.01_2026_05_25_19_41_46_numuser10_clientSelection_comprehensive_0.8_0.0_0.2
cifar100,beta0.5,0.5,LD_SGD,1024,200,22.5560001373291,174,22.252000045776366,7504.438015496124,1325.6306076049805,365.25245558876924,136541.77668523052,resnet8,200,0.01,10,comprehensive_0.8_0.0_0.2,2026_05_25_19_44_44,LD_SGD_cifar100_resnet8_200_lr0.01_2026_05_25_19_44_44_numuser10_clientSelection_comprehensive_0.8_0.0_0.2,logs/cifar100_baselines_mixed_20260525_111637_20260525_111639/seed1024_beta0p5_LD_SGD.log,output/5/0.5/test_acc_LD_SGD_cifar100_resnet8_200_lr0.01_2026_05_25_19_44_44_numuser10_clientSelection_comprehensive_0.8_0.0_0.2
cifar100,beta0.5,0.5,LD_SGD,42,200,21.48000011444092,179,20.989999961853027,6301.116511354195,1060.5044860839844,272.72879444814686,127808.16071898006,resnet8,200,0.01,10,comprehensive_0.8_0.0_0.2,2026_05_25_19_48_27,LD_SGD_cifar100_resnet8_200_lr0.01_2026_05_25_19_48_27_numuser10_clientSelection_comprehensive_0.8_0.0_0.2,logs/cifar100_baselines_idle_20260525_111636_20260525_111638/seed42_beta0p5_LD_SGD.log,output/5/0.5/test_acc_LD_SGD_cifar100_resnet8_200_lr0.01_2026_05_25_19_48_27_numuser10_clientSelection_comprehensive_0.8_0.0_0.2
