接收时间,电流,电压,功率因素,有功功率,年用电量,有功电能,无功电能,电源频率,带负载工作时间,仪表地址,日工作小时
17:48:10,0.13722,216.40,0.3957,11.7613,34.34298,3.21989,5.00341,49.97,0622:23:31,1,08
17:48:12,0.138,216.40,0.39718,11.87007,34.6606,3.21989,5.00341,49.97,0622:23:32,1,08
17:48:13,0.13764,216.30,0.39644,11.81568,34.50179,3.21989,5.00341,49.97,0622:23:33,1,08
17:48:14,0.13722,216.30,0.39652,11.77489,34.38269,3.21989,5.00341,49.97,0622:23:34,1,08
17:48:15,0.13614,216.30,0.39751,11.70691,34.18417,3.21989,5.00341,49.97,0622:23:35,1,08
17:48:16,0.13614,216.40,0.39852,11.7477,34.30328,3.21989,5.00341,49.97,0622:23:36,1,08
17:48:17,0.13547,216.50,0.4013,11.77489,34.38269,3.21989,5.00341,49.96,0622:23:37,1,08
17:48:18,0.13614,216.50,0.39945,11.77489,34.38269,3.21989,5.00341,49.96,0622:23:38,1,08
17:48:19,0.13674,216.60,0.39771,11.78849,34.42239,3.21989,5.00341,49.96,0622:23:39,1,08
17:48:22,0.13608,216.70,0.39954,11.78849,34.42239,3.21999,5.00341,49.96,0622:23:42,1,08
17:48:24,0.13668,216.60,0.39807,11.78849,34.42239,3.21999,5.00341,49.97,0622:23:44,1,08
17:48:25,0.13584,216.40,0.39824,11.70691,34.18417,3.21999,5.00341,49.97,0622:23:45,1,08
17:48:26,0.13632,216.30,0.39816,11.7477,34.30328,3.21999,5.00341,49.97,0622:23:46,1,08
17:48:27,0.13644,216.30,0.39779,11.7477,34.30328,3.21999,5.00341,49.97,0622:23:47,1,08
17:48:28,0.13753,216.30,0.39543,11.77489,34.38269,3.21999,5.00341,49.97,0622:23:48,1,08
17:48:29,0.13699,216.30,0.39679,11.7613,34.34298,3.21999,5.00341,49.99,0622:23:49,1,08
17:48:31,0.13638,216.30,0.39908,11.77489,34.38269,3.21999,5.00351,49.99,0622:23:51,1,08
17:48:32,0.1368,216.30,0.39798,11.77489,34.38269,3.21999,5.00351,49.99,0622:23:52,1,08
17:48:33,0.13753,216.10,0.39524,11.7477,34.30328,3.21999,5.00351,49.99,0622:23:53,1,08
17:48:34,0.13699,215.90,0.39752,11.7613,34.34298,3.21999,5.00351,49.99,0622:23:54,1,08
17:48:37,0.13704,215.90,0.39761,11.77489,34.38269,3.21999,5.00351,49.99,0622:23:57,1,08
17:48:38,0.13711,216.00,0.39679,11.7613,34.34298,3.21999,5.00351,49.97,0622:23:58,1,08
17:48:39,0.13711,216.20,0.39725,11.77489,34.38269,3.21999,5.00351,49.97,0622:23:59,1,08
17:48:41,0.13729,216.50,0.39616,11.77489,34.38269,3.21999,5.00351,49.97,0622:24:01,1,08
17:48:42,0.13795,216.20,0.39471,11.77489,34.38269,3.21999,5.00351,49.97,0622:24:02,1,08
17:48:43,0.13795,216.20,0.39471,11.77489,34.38269,3.21999,5.00351,49.97,0622:24:03,1,08
17:48:44,0.13818,216.00,0.39435,11.77489,34.38269,3.21999,5.00351,49.99,0622:24:04,1,08
17:48:47,0.138,216.20,0.39435,11.77489,34.38269,3.21999,5.00351,49.97,0622:24:07,1,08
17:48:48,0.13818,216.30,0.39409,11.78849,34.42239,3.21999,5.00351,49.97,0622:24:09,1,08
17:48:49,0.13818,216.30,0.39409,11.78849,34.42239,3.21999,5.00351,49.99,0622:24:09,1,08
17:48:50,0.13741,216.40,0.39534,11.7613,34.34298,3.21999,5.00361,49.99,0622:24:10,1,08
17:48:51,0.13704,216.50,0.39688,11.77489,34.38269,3.22009,5.00361,50.00,0622:24:11,1,08
17:48:52,0.13717,216.60,0.3957,11.7613,34.34298,3.22009,5.00361,50.00,0622:24:12,1,08
17:48:53,0.13692,216.60,0.39688,11.77489,34.38269,3.22009,5.00361,49.99,0622:24:13,1,08
17:48:54,0.1365,216.50,0.39834,11.77489,34.38269,3.22009,5.00361,49.99,0622:24:15,1,08
17:48:56,0.13674,216.50,0.39761,11.77489,34.38269,3.22009,5.00361,49.99,0622:24:16,1,08
17:48:58,0.1368,216.00,0.3965,11.7205,34.22387,3.22009,5.00361,49.99,0622:24:18,1,08
17:48:59,0.13692,216.20,0.39623,11.7341,34.26358,3.22009,5.00361,49.99,0622:24:20,1,08
17:49:02,0.13717,216.40,0.39652,11.77489,34.38269,3.22009,5.00361,49.97,0622:24:22,1,08
17:49:03,0.13692,216.70,0.39744,11.80208,34.46209,3.22009,5.00361,49.99,0622:24:23,1,08
17:49:04,0.13632,216.80,0.39752,11.7613,34.34298,3.22009,5.00361,49.99,0622:24:25,1,08
17:49:05,0.13674,216.90,0.39688,11.77489,34.38269,3.22009,5.00361,49.99,0622:24:26,1,08
17:49:06,0.13692,216.70,0.39597,11.7477,34.30328,3.22009,5.00361,49.99,0622:24:27,1,08
17:49:07,0.13692,216.70,0.39597,11.7477,34.30328,3.22009,5.00361,50.00,0622:24:27,1,08
17:49:08,0.13711,216.70,0.39616,11.77489,34.38269,3.22009,5.00361,50.00,0622:24:28,1,08
17:49:09,0.13687,216.70,0.39688,11.77489,34.38269,3.22009,5.00361,50.00,0622:24:29,1,08
17:49:13,0.13825,217.00,0.39221,11.77489,34.38269,3.22009,5.00371,49.99,0622:24:33,1,08
17:49:15,0.13699,216.90,0.39616,11.77489,34.38269,3.22009,5.00371,50.01,0622:24:35,1,08
17:49:17,0.1365,217.10,0.3945,11.69331,34.14447,3.22009,5.00371,50.00,0622:24:38,1,08
17:49:21,0.13644,217.10,0.39725,11.77489,34.38269,3.22019,5.00371,50.00,0622:24:41,1,08
17:49:23,0.13638,216.90,0.39752,11.7613,34.34298,3.22019,5.00371,50.01,0622:24:44,1,08
17:49:24,0.13662,216.80,0.39725,11.77489,34.38269,3.22019,5.00371,50.01,0622:24:45,1,08
17:49:25,0.13687,217.00,0.39661,11.78849,34.42239,3.22019,5.00371,50.00,0622:24:45,1,08
17:49:28,0.13644,217.00,0.39853,11.80208,34.46209,3.22019,5.00371,50.01,0622:24:49,1,08
17:49:32,0.13734,216.70,0.39452,11.7477,34.30328,3.22019,5.00382,50.00,0622:24:53,1,08
17:49:33,0.13687,216.70,0.39734,11.78849,34.42239,3.22019,5.00382,50.03,0622:24:54,1,08
17:49:34,0.13704,216.80,0.39616,11.77489,34.38269,3.22019,5.00382,50.03,0622:24:55,1,08
17:49:35,0.13687,216.70,0.39643,11.7613,34.34298,3.22019,5.00382,50.01,0622:24:56,1,08
17:49:37,0.13771,216.60,0.39426,11.7613,34.34298,3.22019,5.00382,50.03,0622:24:57,1,08
17:49:38,0.14637,216.50,0.40866,12.95782,37.83683,3.22019,5.00382,50.03,0622:24:59,1,08
17:49:39,0.13717,216.60,0.39616,11.77489,34.38269,3.22019,5.00382,50.01,0622:25:00,1,08
17:49:40,0.13746,216.80,0.39507,11.77489,34.38269,3.22019,5.00382,50.01,0622:25:01,1,08
17:49:41,0.13825,216.90,0.39257,11.77489,34.38269,3.22019,5.00382,50.01,0622:25:02,1,08
17:49:42,0.13807,217.10,0.39257,11.77489,34.38269,3.22019,5.00382,50.01,0622:25:03,1,08
17:49:44,0.13783,216.70,0.39354,11.7613,34.34298,3.22019,5.00382,50.01,0622:25:05,1,08
17:49:46,0.13717,216.70,0.39488,11.7477,34.30328,3.22019,5.00382,50.03,0622:25:07,1,08
17:49:47,0.13902,216.60,0.39666,11.95165,34.89882,3.22019,5.00382,50.01,0622:25:08,1,08
17:49:49,0.13644,216.50,0.39834,11.77489,34.38269,3.22019,5.00382,50.03,0622:25:10,1,08
17:49:50,0.1365,216.50,0.39834,11.77489,34.38269,3.22019,5.00382,50.03,0622:25:11,1,08
17:49:51,0.13674,216.60,0.39725,11.77489,34.38269,3.22019,5.00392,50.00,0622:25:12,1,08
17:49:56,0.13692,216.90,0.3957,11.7613,34.34298,3.2203,5.00392,50.00,0622:25:17,1,08
